symbol,roa,ocf,roa_change,accruals,change_leverage,change_curr_ratio,change_shares,change_gross_margin,change_asset_turnover
HFFG,1,1,0,1,0,0,0,0,0
HFWA,1,1,1,1,1,0,1,0,0
HGEN,0,0,0,0,0,0,0,1,0
HGSH,1,1,0,1,1,0,1,0,0
HGV,1,1,0,1,0,0,1,0,0
HHC,1,1,1,1,0,0,1,0,1
HHR,1,1,0,1,0,0,1,0,0
HI,1,1,1,1,0,1,0,0,1
HIBB,1,1,0,1,0,0,1,0,0
HIG,1,1,1,1,0,0,1,1,1
HIHO,0,0,0,0,0,0,0,0,0
HII,1,1,0,1,0,0,1,0,0
HIL,1,1,1,1,0,1,0,1,0
HIMX,0,0,0,0,0,0,0,0,0
HIVE,0,0,1,0,0,0,0,0,0
HIW,1,1,0,1,0,0,0,0,0
HL,0,0,0,0,1,1,0,0,1
HLF,1,1,1,1,1,1,1,0,0
HLG,1,1,0,1,0,1,1,1,0
HLI,1,1,0,1,1,0,1,0,1
HLIO,1,1,1,1,1,1,0,1,0
HLIT,0,1,1,1,0,0,0,1,0
HLNE,1,1,1,1,1,0,0,0,0
HLT,1,1,1,1,0,0,1,1,0
HLTH,1,1,0,1,0,0,0,0,0
HLX,1,1,1,1,0,0,0,1,0
HMC,1,1,0,1,0,0,1,0,0
HMG,1,0,0,0,1,0,1,1,0
HMHC,0,0,0,0,0,0,0,0,1
HMLP,1,1,0,1,0,1,0,0,1
HMN,1,1,1,1,0,0,0,1,1
HMNF,1,1,0,1,0,0,0,0,1
HMST,1,1,0,1,1,0,1,0,0
HMTV,0,1,1,1,1,1,0,0,1
HNGR,1,1,1,1,0,0,0,1,0
HNI,1,1,1,1,0,0,1,1,0
HNNA,1,1,0,1,1,0,1,0,0
HNP,1,1,0,1,1,0,1,1,0
HNRG,0,0,0,0,1,0,0,0,1
HOFT,1,1,0,1,0,1,0,0,0
HOG,1,1,0,1,1,1,1,0,0
HOLI,1,1,1,1,1,1,1,0,0
HOLX,0,0,0,0,1,1,1,0,1
HOMB,1,1,0,1,1,0,1,0,0
HON,1,1,0,1,1,1,1,1,0
HONE,1,1,1,1,1,0,1,0,0
HOOK,0,0,1,0,0,1,1,0,0
HOPE,1,1,0,1,1,0,0,0,0
HOTH,0,0,1,0,0,1,0,1,0
HOV,0,1,0,1,0,0,0,0,0
HP,0,1,0,1,1,0,1,1,1
HPE,1,1,0,1,0,0,1,1,1
HPP,1,1,0,1,0,0,0,0,1
HPQ,1,1,0,1,1,0,1,1,1
HQI,0,1,0,1,0,0,0,1,0
HQY,1,1,0,1,0,0,0,0,0
HR,1,1,0,1,0,0,0,0,0
HRB,1,1,0,1,1,0,1,0,0
HRC,1,1,0,1,0,0,1,0,0
HRI,1,1,0,1,0,0,0,1,0
HRL,1,1,0,1,1,1,0,0,0
HROW,1,0,0,0,0,1,0,1,0
HRTG,1,1,0,1,1,0,1,0,1
HRTX,0,0,0,0,0,1,0,0,1
HRZN,1,1,1,1,0,0,0,1,1
HSBC,1,1,0,1,0,0,0,0,1
HSC,1,1,1,1,0,0,1,0,0
HSDT,0,0,1,0,0,1,0,0,1
HSIC,1,1,1,1,1,1,1,1,0
HSII,1,1,0,1,0,1,0,1,0
HSKA,0,1,0,1,0,1,0,0,0
HSON,0,0,0,0,0,0,1,0,1
HST,1,1,0,1,0,0,1,1,0
HSTM,1,1,0,1,0,0,0,1,0
HSY,1,1,0,1,1,1,0,0,0
HT,0,1,0,1,0,0,1,1,1
HTA,1,1,0,1,0,0,0,1,0
HTBI,1,1,1,1,0,0,1,0,0
HTBK,1,1,0,1,0,0,0,0,1
HTBX,0,0,0,0,0,0,0,0,0
HTGC,1,1,1,1,0,0,0,0,0
HTGM,0,0,0,0,0,0,0,0,1
HTH,1,1,1,1,0,0,1,1,1
HTHT,1,1,1,1,0,0,0,1,0
HTLD,1,1,0,1,0,0,0,1,0
HTLF,1,1,1,1,1,0,0,0,0
HUBB,1,1,1,1,1,0,1,1,1
HUBG,1,1,0,1,1,1,1,1,0
HUBS,0,0,1,0,0,1,0,1,0
HUGE,0,0,0,0,0,0,1,0,0
HUIZ,0,1,0,1,0,0,1,0,0
HUM,1,1,1,1,1,1,1,0,1
HUN,1,1,1,1,0,1,1,0,0
HURC,1,1,0,1,1,1,0,0,0
HURN,1,1,1,1,1,1,1,0,1
HUSA,0,0,0,0,0,0,0,0,0
HUYA,1,1,1,1,0,0,0,1,0
HVBC,1,1,0,1,0,0,0,0,0
HVT,1,1,0,1,0,0,1,0,0
HWBK,1,1,1,1,0,0,0,0,1
HWC,1,1,0,1,0,0,0,0,0
HWKN,1,1,1,1,1,1,1,0,1
HWM,1,1,0,1,1,0,1,1,1
HX,1,1,0,1,0,0,0,0,0
HXL,1,1,0,1,0,1,1,1,0
HY,1,1,0,1,1,0,0,1,0
HYRE,0,0,1,0,0,0,0,0,1
HZN,1,0,1,0,1,1,0,0,0
HZNP,1,1,1,1,1,1,0,1,1
HZO,1,1,0,1,0,0,1,1,0
IAA,1,1,0,1,0,1,0,1,0
IAC,1,1,0,1,0,1,0,0,0
IAG,0,0,0,0,0,0,0,0,0
IART,1,1,0,1,0,0,1,1,0
IBA,1,1,0,1,0,1,1,1,0
IBCP,1,1,0,1,0,0,1,0,0
IBIO,0,0,0,0,1,0,0,0,1
IBKR,1,1,0,1,0,0,0,1,0
IBM,1,1,0,1,0,0,1,1,0
IBN,1,1,0,1,1,0,0,0,0
IBOC,1,1,0,1,1,0,1,0,0
IBP,1,1,1,1,0,1,0,1,0
IBTX,1,1,0,1,0,0,1,0,0
ICAD,0,0,0,0,0,0,0,1,0
ICBK,1,1,1,1,1,0,1,0,1
ICCC,0,0,1,0,1,1,0,1,1
ICCH,1,1,1,1,1,0,1,1,1
ICD,0,0,0,0,0,0,1,0,0
ICE,1,1,0,1,0,0,1,1,0
ICFI,1,1,0,1,0,0,0,0,0
ICHR,1,1,0,1,1,0,0,0,0
ICL,1,1,0,1,0,1,1,1,0
ICLK,0,0,1,0,0,0,0,1,0
ICLR,1,1,0,1,0,0,1,0,0
ICMB,0,1,0,1,0,0,1,1,0
ICPT,0,0,1,0,0,1,0,0,1
ICUI,1,1,1,1,0,0,0,0,0
ID,0,0,0,0,0,1,1,0,0
IDA,1,1,0,1,0,0,0,1,0
IDCC,1,1,0,1,0,0,1,0,1
IDEX,0,0,0,0,1,0,0,1,0
IDN,0,0,1,0,0,0,0,0,1
IDRA,0,0,0,0,0,0,0,0,1
IDT,0,0,0,0,0,1,0,1,0
IDXX,1,1,0,1,0,1,1,1,0
IEA,1,1,0,1,0,1,0,1,1
IEP,0,0,0,0,0,0,0,0,0
IESC,1,1,1,1,1,0,1,0,1
IEX,1,1,0,1,0,1,0,1,0
IFF,1,1,0,1,1,0,0,0,0
IFMK,0,0,0,0,0,0,0,0,0
IFRX,0,0,0,0,0,0,0,1,0
IFS,1,1,1,1,0,0,0,1,0
IGC,0,0,1,0,1,1,0,0,0
IGIC,1,0,0,0,0,0,1,1,0
IGMS,0,0,1,0,0,1,0,1,0
IGT,0,1,0,1,0,0,0,0,1
IH,0,1,0,1,0,0,1,1,0
IHC,1,1,0,1,0,0,1,0,1
IHG,1,1,0,1,0,0,1,1,0
IHT,1,0,1,0,1,0,1,0,0
III,1,1,0,1,1,1,0,1,0
IIIN,1,1,0,1,0,1,0,0,0
IIIV,0,1,1,1,0,0,0,1,0
IIN,0,0,0,0,0,1,0,0,0
IIPR,1,1,1,1,0,0,0,1,1
IIVI,1,1,1,1,0,0,0,0,1
IKNX,0,0,0,0,1,0,1,0,0
ILMN,1,1,1,1,1,1,1,1,0
ILPT,1,1,0,1,0,0,0,0,0
IMAB,0,0,1,0,1,0,0,0,0
IMAC,0,0,1,0,0,1,0,1,0
IMAX,1,1,1,1,1,0,1,0,1
IMBI,0,0,0,0,1,0,0,0,0
IMCC,0,0,0,0,1,0,0,0,1
IMGN,0,0,1,0,0,0,0,0,1
IMH,0,0,1,0,0,0,0,0,0
IMKTA,1,1,0,1,1,1,1,1,0
IMMP,0,0,0,0,0,0,0,0,0
IMMR,0,0,0,0,0,1,0,0,0
IMO,1,1,0,1,0,1,0,0,0
IMOS,1,1,1,1,1,1,1,1,1
IMPX,1,1,1,1,1,1,0,1,0
IMRN,0,0,0,0,0,0,0,1,1
IMTE,0,0,0,0,0,0,0,0,0
IMUX,0,0,1,0,0,0,0,1,0
IMV,0,0,0,0,0,1,0,0,0
IMXI,1,1,1,1,1,0,0,1,0
INBK,1,1,0,1,0,0,1,0,0
INCY,1,1,1,1,0,1,0,0,0
INDB,1,1,1,1,0,0,0,0,1
INFI,0,0,0,0,0,0,0,0,0
INFN,0,0,0,0,1,0,0,0,1
INFO,1,1,0,1,1,1,1,0,1
INFU,1,1,1,1,0,0,0,0,1
INFY,1,1,0,1,0,0,1,0,1
ING,1,1,0,1,0,0,1,0,0
INGN,1,1,0,1,0,0,0,0,0
INGR,1,1,0,1,1,0,0,0,1
INMB,0,0,1,0,0,1,0,1,0
INMD,1,1,0,1,1,1,0,0,1
INN,1,1,0,1,0,0,0,0,0
INNV,0,0,0,0,0,0,0,1,1
INO,0,0,0,0,0,1,0,0,0
INOD,0,0,0,0,0,0,1,1,0
INOV,1,1,1,1,0,1,0,1,1
INPX,0,0,1,0,0,1,0,1,1
INS,1,1,1,1,0,0,0,1,1
INSE,0,0,0,0,0,1,0,0,1
INSG,0,0,0,0,0,0,0,0,1
INSM,0,0,1,0,0,1,0,1,1
INSP,0,0,0,0,1,0,0,1,1
INST,0,0,0,0,0,0,0,0,0
INSW,0,1,1,1,1,0,0,1,1
INT,1,1,1,1,1,0,1,1,0
INTC,1,1,0,1,0,0,1,0,0
INTG,1,1,0,1,1,0,1,0,1
INTT,1,1,0,1,0,1,1,0,0
INTU,1,1,1,1,1,1,0,0,0
INTZ,1,1,0,1,1,1,0,0,0
INUV,0,0,0,0,1,0,0,1,1
INVA,1,1,0,1,0,0,1,0,0
INVE,0,0,1,0,0,0,0,1,0
INVH,1,1,1,1,1,0,0,1,1
IO,0,0,1,0,0,0,0,1,1
IONS,1,1,0,1,0,1,0,0,1
IOR,1,0,0,0,0,0,0,1,0
IOSP,1,1,1,1,1,0,0,1,1
IOVA,0,0,0,0,0,0,0,1,0
IP,1,1,0,1,1,0,1,0,0
IPAR,1,1,1,1,0,1,0,0,1
IPDN,0,0,0,0,0,0,0,0,0
IPG,1,1,0,1,0,0,0,1,0
IPGP,1,1,0,1,1,1,0,0,0
IPHA,0,0,1,0,0,1,0,0,0
IPI,1,1,1,1,0,0,0,1,0
IPWR,0,0,0,0,0,1,0,1,0
IQ,0,0,1,0,0,1,0,1,0
IQV,1,1,0,1,0,0,1,0,1
IR,1,1,0,1,1,1,1,1,0
IRBT,1,1,0,1,0,1,0,0,0
IRCP,0,0,0,0,0,0,1,1,1
IRDM,0,1,0,1,1,1,0,1,1
IRIX,0,0,1,0,0,0,0,1,1
IRM,1,1,0,1,0,0,0,0,0
IRMD,1,1,1,1,0,1,0,1,0
IROQ,1,1,1,1,1,0,1,0,0
IRS,0,0,0,0,0,0,1,0,1
IRT,1,1,1,1,0,0,0,1,1
IRTC,0,0,1,0,0,0,0,1,0
IRWD,1,1,1,1,0,1,0,1,1
ISBC,1,1,0,1,0,0,1,0,0
ISDR,1,1,0,1,0,0,1,0,0
ISEE,0,0,0,0,0,0,0,1,0
ISIG,0,0,0,0,0,1,0,0,0
ISLE,1,1,1,1,1,0,0,1,1
ISR,0,0,1,0,0,1,0,1,0
ISRG,1,1,0,1,0,0,0,0,0
ISSC,1,1,1,1,0,1,0,1,1
ISTR,1,1,0,1,1,0,0,0,0
IT,1,1,1,1,0,1,1,1,0
ITCI,0,0,0,0,0,0,0,1,0
ITGR,1,1,0,1,1,0,0,0,1
ITI,0,0,0,0,0,0,0,1,1
ITIC,1,1,1,1,0,0,0,0,1
ITMR,0,0,0,0,0,1,0,1,0
ITP,1,1,1,1,1,1,0,1,1
ITRI,1,1,1,1,1,1,0,0,1
ITRM,0,0,0,0,1,0,0,0,0
ITRN,1,1,0,1,0,0,1,0,0
ITT,1,1,0,1,1,1,0,0,0
ITUB,1,1,0,1,0,0,0,0,0
ITW,1,1,1,1,0,1,1,1,0
IVAC,1,1,0,1,0,1,0,1,1
IVC,0,0,0,0,0,0,0,1,1
IVR,1,1,1,1,0,0,0,0,1
IVZ,1,1,0,1,0,0,0,0,0
IX,1,1,0,1,0,0,0,1,0
IZEA,0,0,1,0,1,1,0,0,0
J,1,1,1,1,1,0,1,1,0
JACK,1,1,0,1,0,1,1,0,1
JAGX,0,0,0,0,1,1,0,0,1
JAKK,0,0,1,0,0,0,0,1,1
JAN,0,0,0,0,0,0,0,0,1
JAZZ,1,1,1,1,0,1,1,1,1
JBGS,1,1,1,1,1,0,0,1,1
JBHT,1,1,0,1,0,1,1,1,0
JBL,1,1,1,1,1,0,1,0,1
JBLU,1,1,1,1,0,1,1,1,0
JBSS,1,1,1,1,1,1,0,1,1
JBT,1,1,1,1,0,1,0,1,0
JCI,1,1,1,1,1,1,1,1,0
JCS,1,1,1,1,0,1,0,1,0
JCTCF,1,1,0,1,0,1,1,1,0
JD,1,1,0,1,0,0,0,0,0
JEF,1,1,1,1,0,0,1,1,0
JELD,1,1,0,1,0,0,0,0,0
JFIN,1,1,1,1,0,0,0,0,0
JG,0,0,1,0,0,0,0,1,0
JHG,1,1,0,1,1,1,1,0,0
JHX,1,1,1,1,0,0,0,0,0
JILL,1,1,0,1,1,1,0,0,0
JJSF,1,1,0,1,1,1,0,0,0
JKHY,1,1,0,1,0,1,1,0,0
JKS,1,1,1,1,0,1,0,1,0
JLL,1,1,0,1,0,0,0,1,0
JMIA,0,0,0,0,0,0,0,0,0
JMP,0,0,0,0,1,0,1,0,1
JNCE,1,1,1,1,0,1,0,0,1
JNJ,1,1,0,1,1,0,1,0,1
JNPR,1,1,0,1,1,0,1,0,0
JOB,0,0,0,0,0,0,0,0,0
JOBS,1,1,0,1,1,1,0,0,0
JOE,1,1,0,1,0,0,1,0,1
JOUT,1,1,1,1,0,1,0,0,0
JP,0,0,1,0,0,0,0,0,0
JPM,1,1,1,1,1,0,1,0,0
JRJC,0,0,1,0,0,0,1,1,1
JRSH,1,1,1,1,1,1,1,0,0
JRVR,1,1,0,1,0,0,0,0,0
JT,0,0,1,0,0,0,0,0,0
JVA,0,1,0,1,0,1,1,1,0
JWN,1,1,0,1,0,0,0,0,0
JYNT,1,1,1,1,0,0,0,1,0
K,1,1,0,1,1,1,1,0,0
KAI,1,1,0,1,0,1,0,0,0
KALA,0,0,0,0,0,0,0,1,1
KALU,1,1,0,1,0,1,1,1,0
KALV,0,0,1,0,1,1,0,0,0
KAMN,1,1,1,1,1,1,1,1,0
KAR,1,1,0,1,1,1,1,0,0
KB,1,0,0,0,0,0,1,0,0
KBAL,1,1,1,1,1,1,1,1,1
KBH,1,1,1,1,1,0,0,1,0
KBR,1,1,0,1,0,0,0,1,1
KBSF,0,0,0,0,1,0,0,1,0
KDMN,0,0,1,0,1,1,0,1,1
KDP,1,1,1,1,1,0,0,1,0
KE,1,1,1,1,0,1,1,0,0
KELYA,1,1,1,1,0,1,0,1,0
KEN,0,1,0,1,1,1,0,0,0
KEP,0,0,0,0,0,0,1,0,0
KEQU,1,1,0,1,0,0,0,0,0
KERN,0,0,1,0,0,1,0,1,0
KEX,1,1,1,1,0,0,0,1,0
KEY,1,1,0,1,1,0,1,0,0
KEYS,1,1,1,1,1,1,0,1,1
KFFB,1,1,0,1,0,0,1,0,0
KFRC,1,1,1,1,1,1,1,0,0
KFS,0,0,0,0,0,0,1,1,0
KFY,1,1,0,1,1,1,1,1,1
KGC,1,1,1,1,0,1,0,1,1
KHC,1,1,1,1,1,0,0,0,1
KIDS,0,0,1,0,0,0,0,1,0
KIM,1,1,0,1,0,0,0,0,1
KINS,0,0,0,0,0,0,0,0,1
KIQ,1,1,1,1,0,1,1,1,1
KIRK,0,0,0,0,0,0,1,0,0
KKR,1,1,1,1,0,0,0,0,1
KL,1,1,1,1,1,0,1,1,1
KLAC,1,1,1,1,0,0,0,0,0
KLDO,0,0,1,0,0,1,0,1,0
KLIC,1,1,0,1,0,0,1,1,0
KLR,0,0,0,0,0,1,1,1,1
KLXE,0,0,0,0,0,0,0,0,0
KMB,1,1,1,1,0,0,1,1,0
KMDA,1,1,0,1,0,0,0,1,0
KMI,1,1,1,1,1,0,0,1,0
KMPH,0,0,1,0,1,0,0,1,1
KMPR,1,1,1,1,1,0,0,1,1
KMT,1,1,1,1,1,1,0,0,1
KMX,1,1,0,1,0,0,1,0,1
KN,1,1,0,1,0,0,0,0,0
KNDI,0,1,0,1,1,1,0,1,1
KNOP,1,1,0,1,1,1,1,0,1
KNSA,0,0,0,0,0,1,0,1,0
KNSL,1,1,1,1,0,0,0,1,1
KNX,1,1,0,1,0,0,1,1,0
KO,1,1,1,1,1,0,0,0,1
KOD,0,0,1,0,0,1,0,1,0
KODK,1,0,1,0,1,1,0,1,1
KOF,1,1,0,1,1,0,1,0,1
KOP,1,1,1,1,0,0,0,0,0
KOPN,0,0,0,0,0,0,0,0,1
KOS,0,1,1,1,1,0,0,0,1
KOSS,1,1,1,1,0,0,0,1,0
KPTI,0,0,1,0,0,0,0,0,1
KR,1,1,0,1,0,1,1,1,0
KRA,1,1,0,1,1,0,1,0,0
KRC,1,1,0,1,0,0,0,0,0
KREF,1,1,1,1,0,0,0,0,1
KRG,0,1,1,1,1,0,0,0,1
KRKR,0,0,1,0,0,0,0,0,0
KRMD,1,1,0,1,0,0,0,1,1
KRNT,1,1,0,1,0,1,0,0,0
KRNY,1,1,1,1,0,0,1,0,0
KRO,1,1,0,1,0,0,1,0,1
KRON,1,1,0,1,0,1,1,0,0
KRP,0,0,0,0,0,0,0,0,0
KRT,0,1,0,1,0,0,0,0,0
KRTX,0,0,1,0,1,1,0,1,0
KRUS,1,1,1,1,1,1,0,0,0
KRYS,0,0,1,0,0,1,0,1,0
KSS,1,1,0,1,0,0,1,0,0
KSU,1,1,0,1,0,1,1,1,1
KT,1,1,0,1,0,0,0,0,0
KTB,1,1,1,1,0,0,0,0,0
KTCC,0,0,0,0,0,1,1,0,1
KTOS,1,1,1,1,0,0,0,0,0
KULR,0,0,0,0,0,0,0,1,1
KURA,0,0,1,0,0,1,0,1,0
KVHI,1,0,1,0,1,1,0,0,0
KW,1,0,1,0,1,0,1,1,0
KWR,1,1,0,1,0,0,0,0,0
KXIN,1,0,0,0,0,0,1,1,0
KZIA,0,0,0,0,0,1,0,0,0
KZR,0,0,0,0,0,0,0,1,0
L,1,1,1,1,0,0,1,1,1
LAC,1,0,1,0,0,0,0,1,0
LAD,1,1,0,1,0,0,1,0,0
LADR,1,1,0,1,0,0,0,0,0
LAIX,0,0,1,0,0,0,0,1,1
LAKE,1,1,1,1,0,0,1,1,1
LAMR,1,1,0,1,0,0,0,1,0
LANC,1,1,0,1,0,0,0,1,0
LAND,0,1,0,1,0,0,0,0,0
LARK,1,1,0,1,1,0,1,0,1
LASR,0,0,0,0,1,0,0,0,0
LAUR,1,1,1,1,1,0,1,0,0
LAW,1,1,1,1,0,0,1,0,0
LAWS,1,1,1,1,1,1,0,0,0
LAZ,1,1,0,1,0,0,1,0,0
LAZY,0,1,1,1,0,1,0,0,0
LBAI,1,1,0,1,0,0,1,0,0
LBC,1,1,0,1,1,0,1,0,0
LBRDA,1,0,1,0,0,0,0,0,0
LBRT,1,1,0,1,0,0,0,0,0
LBTYA,1,1,1,1,1,1,1,0,1
LC,0,0,1,0,1,0,0,1,1
LCI,0,0,0,0,1,1,0,0,1
LCII,1,1,0,1,0,0,0,1,0
LCNB,1,1,1,1,1,0,1,0,1
LCTX,0,0,1,0,0,1,0,0,0
LCUT,0,0,0,0,0,0,0,0,0
LDOS,1,1,1,1,0,0,1,0,1
LE,1,1,1,1,1,0,0,1,1
LEA,1,1,0,1,0,0,1,0,0
LEAP,0,0,0,0,0,0,0,0,0
LECO,1,1,1,1,0,0,1,0,1
LEDS,0,0,0,0,0,1,0,1,1
LEE,1,1,0,1,1,1,0,0,0
LEG,1,1,0,1,0,0,0,1,0
LEGH,1,1,1,1,0,0,0,1,0
LEJU,0,0,1,0,0,1,1,1,1
LEN,1,1,1,1,1,0,1,1,1
LEU,0,0,1,0,1,0,0,1,1
LEVI,1,1,1,1,1,1,0,0,0
LEVL,1,1,1,1,0,0,1,0,0
LFC,1,1,1,1,1,0,1,1,1
LFG,0,0,0,0,1,0,1,0,0
LFT,1,1,0,1,1,0,0,0,1
LFUS,1,1,0,1,0,1,1,0,0
LFVN,1,1,1,1,1,1,0,1,0
LGIH,1,1,0,1,0,0,0,0,1
LGL,1,1,1,1,0,0,0,1,1
LGND,1,1,1,1,0,1,1,0,0
LGVN,0,0,0,0,0,0,1,1,1
LH,1,1,0,1,0,0,1,1,0
LHC,0,0,0,0,0,0,1,1,0
LHCG,1,1,1,1,0,0,0,1,0
LHX,1,1,1,1,1,0,0,0,1
LI,1,1,0,1,0,1,1,0,1
LIFE,0,0,1,0,1,0,0,1,1
LII,1,1,1,1,0,1,1,0,0
LILA,0,1,1,1,0,1,0,1,1
LIN,1,1,1,1,1,0,1,1,0
LINC,1,1,1,1,0,0,0,1,0
LIND,1,1,1,1,0,0,0,1,0
LINK,1,1,0,1,0,1,0,1,0
LIQT,1,0,1,0,0,1,0,1,1
LITB,1,0,1,0,1,1,0,1,1
LITE,0,0,0,0,0,0,0,0,0
LIVE,0,1,0,1,1,0,1,0,1
LIVN,0,0,1,0,0,0,0,1,1
LIZI,0,0,1,0,0,0,1,0,0
LJPC,0,0,1,0,0,0,0,1,1
LKCO,0,0,0,0,0,0,0,1,1
LKFN,1,1,1,1,1,0,0,0,1
LKQ,1,1,0,1,0,0,1,1,0
LL,1,1,1,1,0,0,0,1,0
LLNW,0,0,0,0,0,0,0,0,1
LLY,1,1,1,1,0,0,1,1,1
LMAT,1,1,0,1,0,0,0,0,0
LMB,0,1,0,1,1,0,0,0,0
LMFA,0,0,0,0,0,0,0,0,0
LMNL,0,0,1,0,1,1,1,0,0
LMNR,0,0,0,0,0,0,0,0,1
LMPX,0,0,1,0,0,1,0,1,0
LMRK,1,1,0,1,0,0,0,0,0
LMST,1,1,1,1,0,0,0,0,0
LMT,1,1,1,1,1,1,1,1,1
LNC,1,1,0,1,0,0,1,0,0
LND,1,1,1,1,0,1,0,1,1
LNDC,1,1,0,1,0,0,0,0,0
LNG,1,1,1,1,0,0,1,1,1
LNN,1,1,0,1,1,0,0,0,0
LNT,1,1,0,1,0,0,0,1,0
LNTH,1,1,0,1,1,0,0,0,1
LOAN,1,1,1,1,1,0,1,0,0
LOB,1,1,0,1,0,0,0,0,0
LOCO,1,1,1,1,0,1,1,1,0
LODE,0,0,1,0,1,0,0,1,0
LOGC,0,0,0,0,0,0,0,1,0
LOGI,1,1,1,1,0,0,0,1,0
LOMA,1,1,0,1,0,0,1,1,0
LOOP,0,0,0,0,0,0,0,1,0
LOPE,1,1,0,1,0,0,1,1,0
LORL,1,0,1,0,0,0,1,1,0
LOV,0,1,1,1,0,1,0,1,0
LOVE,0,0,0,0,1,0,0,0,1
LOW,1,1,1,1,0,1,1,0,0
LPCN,0,0,0,0,1,0,0,0,0
LPG,0,0,0,0,1,0,1,0,1
LPI,0,0,0,0,0,1,0,1,0
LPL,0,0,0,0,0,1,1,0,0
LPLA,1,1,1,1,0,0,1,1,1
LPSN,0,0,0,0,0,1,0,0,0
LPTH,0,0,0,0,1,0,0,0,1
LPTX,0,0,0,0,0,0,0,1,0
LPX,0,0,0,0,0,0,1,0,1
LQDA,0,0,1,0,0,0,0,0,1
LQDT,0,0,0,0,0,0,0,0,1
LRCX,1,1,1,1,0,1,1,0,0
LRN,1,1,1,1,1,0,0,0,1
LSBK,1,1,0,1,0,0,1,0,0
LSCC,1,1,1,1,1,0,0,1,1
LSI,1,1,1,1,0,0,0,0,0
LSTR,1,1,0,1,1,0,1,1,0
LTBR,0,0,1,0,0,1,0,1,0
LTC,1,1,0,1,0,0,0,0,1
LTCH,1,1,0,1,0,0,1,0,0
LTHM,1,1,0,1,0,0,1,0,0
LTRPA,0,0,1,0,1,0,0,0,0
LTRX,0,0,0,0,1,1,0,1,0
LU,1,1,0,1,1,1,0,0,0
LUB,0,0,1,0,0,1,0,0,0
LULU,1,1,0,1,0,1,0,1,0
LUMO,0,0,0,0,0,0,0,0,0
LUNA,1,1,0,1,1,0,0,1,1
LUV,1,1,0,1,0,1,1,1,1
LVS,1,1,1,1,0,0,1,1,0
LW,1,1,1,1,1,0,1,1,0
LWAY,1,0,1,0,1,0,1,0,0
LWLG,0,0,1,0,0,0,0,1,0
LX,1,1,0,1,0,1,0,1,1
LXFR,1,1,0,1,0,1,0,0,0
LXP,1,1,1,1,1,0,0,0,0
LXRX,1,1,1,1,0,1,0,1,1
LXU,0,0,1,0,0,0,0,0,0
LYB,1,1,0,1,0,0,1,0,0
LYFT,0,0,1,0,0,0,0,0,0
LYG,0,1,1,1,0,0,1,1,0
LYL,0,0,0,0,0,0,1,0,0
LYTS,0,0,1,0,1,1,0,0,1
LYV,0,1,1,1,0,0,0,1,0
LZ,1,1,1,1,1,0,1,1,1
LZB,1,1,0,1,1,0,0,1,0
M,1,1,0,1,0,0,0,0,0
MA,1,1,1,1,0,1,1,0,1
MAA,1,1,1,1,1,0,0,1,1
MAC,1,1,1,1,0,0,0,0,0
MACC,0,0,1,0,1,0,1,1,0
MACK,0,0,1,0,1,1,0,1,0
MAG,0,0,1,0,0,1,0,1,0
MAIN,1,1,0,1,0,0,0,0,0
MAN,1,1,0,1,0,1,1,0,0
MANH,1,1,0,1,0,0,1,0,0
MANT,1,1,1,1,0,0,0,1,0
MANU,0,1,0,1,1,0,0,0,1
MAPS,1,1,0,1,1,1,0,0,1
MAR,1,1,0,1,0,1,1,0,0
MARA,0,0,1,0,0,0,0,1,1
MARK,0,0,1,0,1,0,0,0,1
MARPS,1,1,0,1,0,0,1,0,0
MAS,1,1,1,1,1,1,1,1,0
MASI,1,1,0,1,0,1,0,1,0
MAT,0,1,1,1,0,0,0,1,1
MATW,0,1,0,1,1,1,1,0,1
MATX,1,1,0,1,0,0,0,0,0
MAXR,1,1,1,1,0,1,0,1,0
MAYS,1,1,0,1,1,0,1,1,1
MBCN,1,1,0,1,1,0,1,0,0
MBI,0,0,0,0,1,0,1,0,1
MBII,0,0,0,0,0,0,0,1,1
MBIN,1,1,0,1,1,0,0,0,0
MBIO,0,0,0,0,0,1,0,1,0
MBOT,0,0,1,0,0,1,0,1,0
MBRX,0,0,1,0,0,1,0,1,0
MBT,1,1,1,1,1,0,1,0,0
MBUU,1,1,1,1,0,0,0,1,1
MBWM,1,1,1,1,0,0,1,0,0
MC,1,1,0,1,0,0,0,0,0
MCAF,0,0,1,0,0,1,0,0,1
MCB,1,1,0,1,0,0,0,0,0
MCBC,1,1,1,1,1,0,0,0,1
MCBS,1,1,1,1,0,0,0,0,0
MCD,1,1,0,1,0,0,1,1,0
MCF,0,0,0,0,0,1,0,0,1
MCFT,1,1,0,1,0,1,0,0,0
MCHP,1,1,0,1,0,0,0,0,0
MCHX,0,0,0,0,0,0,0,1,1
MCK,1,1,0,1,1,1,1,1,1
MCO,1,1,0,1,0,1,1,0,0
MCRB,0,0,1,0,0,0,0,0,1
MCRI,1,1,0,1,0,1,0,0,0
MCS,1,1,0,1,0,0,0,0,0
MCY,1,1,1,1,0,0,0,1,1
MD,0,0,0,0,1,1,1,0,1
MDB,0,0,0,0,0,1,0,0,1
MDC,1,1,1,1,0,0,0,1,0
MDGL,0,0,0,0,0,0,0,1,0
MDGS,0,0,0,0,0,0,0,0,0
